region,gender,province,cool,multiling,umultiling,comf_non_eng,media,priv,st_heard,st_descr,zed,spell,spell_uni,distinct,same_ew,celebs,prestige,rec_cdns,software,dictionary,recog_eh,cdn_sorry,engl_able,fr_able,ind_able,beyond_ef,cdn_way,age,country,edu_comp,degree_year,eui,dist_cult,eoi,soc_media,st_heard_num,spell_uni_num,distinct_num,cdn_way_num,spell_num,st_heard_scaled,spell_uni_scaled,distinct_scaled,cdn_way_scaled,spell_scaled,slai
MB,female,Manitoba,strongly agree,probably not,no,,important,,no,,zed,important,probably yes,definitely yes,definitely not,,british english,sometimes,yes,definitely yes,definitely yes,definitely yes,agree,disagree,strongly agree,disagree,probably yes,44,canada,undergraduate degree,i am not currently studying,0,no,,12 hours,1,4,4,3,4,1,4,5,3.66666666666667,4,4.16666666666667
ON,female,Ontario,agree,definitely yes,yes,moderately comfortable,extremely important,yes,yes,yes i do know it is ,zed,very important,definitely yes,definitely yes,definitely not,yes ,british english,often,yes,definitely yes,definitely yes,definitely yes,agree,agree,agree,neither disagree nor agree,definitely yes,49,canada,graduate degree,i am not currently studying,0,no,,24 hours,5,5,4,4,5,5,5,5,5,5,5
BC,female,Ontario,strongly agree,probably yes,yes,extremely comfortable,important,that depends ,yes,yes but i cant describe it well,zed,important,probably yes,probably yes,probably not,yes ,no particular variety,rarely,yes,yes,definitely yes,might or might not,disagree,disagree,agree,disagree,probably yes,34,canada,postgraduate degree,i am in a graduate program,3,no,,24 hours,5,4,3,3,4,5,4,3.66666666666667,3.66666666666667,4,3.83333333333333
MB,male,Manitoba,agree,probably yes,no,,,yes,no,,zed,unimportant,definitely not,probably not,probably yes,no,no particular variety,never,,neither yes or no,definitely yes,might or might not,agree,neither disagree nor agree,agree,agree,,39,canada,undergraduate degree,i am not currently studying,0,no,,12 hours,1,1,2,,2,1,1,2.33333333333333,,2,1.77777777777778
MB,other,Manitoba,somewhat agree,neutral,no,,extremely unimportant,that depends ,yes,yes but i cant describe it well,both,neither unimportant nor important,probably yes,,probably not,no,no particular variety,sometimes,yes,yes,definitely yes,probably yes,neither disagree nor agree,disagree,agree,neither disagree nor agree,probably yes,29,canada,undergraduate degree,i am not currently studying,0,no,,less than 30 minutes,5,4,,3,3,5,4,,3.66666666666667,3,3.55555555555556
ON,male,Ontario,somewhat agree,probably not,no,,extremely unimportant,yes,not sure,yes but i cant describe it well,both,very unimportant,definitely not,probably not,probably yes,,british english,rarely,no,no,definitely yes,might or might not,disagree,disagree,neither disagree nor agree,strongly disagree,probably not,49,canada,undergraduate degree,,0,no,,12 hours,3,1,2,2,1,3,1,2.33333333333333,2.33333333333333,1,1.66666666666667
NS,male,New Brunswick,agree,probably yes,no,,extremely unimportant,yes,no,,zed,important,might or might not,,definitely not,,british english,sometimes,,no,definitely yes,definitely yes,strongly disagree,strongly disagree,agree,strongly disagree,probably yes,39,canada,postgraduate degree,i am not currently studying,0,no,,12 hours,1,3,,3,4,1,3,,3.66666666666667,4,3.55555555555556
ON,female,Ontario,,neutral,no,,unimportant,yes,yes,yes but i cant describe it well,both,unimportant,probably not,probably not,probably not,,no particular variety,sometimes,no,neither yes or no,definitely yes,definitely yes,agree,disagree,neither disagree nor agree,neither disagree nor agree,probably yes,69,canada,high school,i am not currently studying,0,yes ,12,12 hours,5,2,2,3,2,5,2,2.33333333333333,3.66666666666667,2,2.5
BC,male,British Columbia,strongly agree,probably yes,no,,extremely important,no,yes,yes i do know it is ,zed,very important,definitely yes,definitely yes,definitely not,yes ,british english,always,yes,definitely yes,definitely yes,definitely yes,agree,disagree,strongly agree,strongly agree,definitely yes,24,canada,high school,i am not currently studying,0,yes ,4,46 hours,5,5,4,4,5,5,5,5,5,5,5
MB,male,Manitoba,agree,neutral,no,,important,that depends ,not sure,,both,important,might or might not,probably yes,definitely not,yes ,other ,often,no,yes,definitely yes,probably yes,strongly agree,disagree,neither disagree nor agree,strongly disagree,,39,canada,high school,i am not currently studying,0,no,,30 minutes to 1 hour,3,3,3,,4,3,3,3.66666666666667,,4,3.55555555555556
ON,female,Ontario,strongly agree,probably yes,yes,moderately comfortable,extremely important,that depends ,yes,yes i do know it is ,zed,very important,probably not,,probably not,yes ,british english,often,yes,definitely yes,definitely yes,probably yes,strongly disagree,strongly disagree,strongly agree,neither disagree nor agree,probably yes,39,canada,high school,i am not currently studying,0,no,,12 hours,5,2,,3,5,5,2,,3.66666666666667,5,3.55555555555556
MB,female,Manitoba,strongly agree,probably yes,no,,extremely important,no,no,yes i do know it is ,both,very important,definitely yes,probably yes,definitely not,no,british english,often,yes,definitely yes,probably yes,definitely yes,strongly agree,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,,44,canada,undergraduate degree,i am not currently studying,0,yes ,6,12 hours,1,5,3,,5,1,5,3.66666666666667,,5,4.55555555555556
ON,female,Ontario,strongly agree,probably yes,yes,neither comfortable nor uncomfortable,,no,yes,yes but i cant describe it well,both,neither unimportant nor important,definitely not,probably not,probably not,no,british english,never,no,neither yes or no,definitely yes,probably not,strongly agree,neither disagree nor agree,agree,agree,probably not,29,canada,undergraduate degree,i am not currently studying,2,no,,i dont use social media,5,1,2,2,3,5,1,2.33333333333333,2.33333333333333,3,2.16666666666667
SK,male,Saskatchewan,strongly agree,probably yes,no,,extremely important,no,no,,zed,important,probably yes,definitely yes,definitely not,yes ,british english,often,yes,definitely yes,definitely yes,probably yes,strongly disagree,strongly disagree,strongly agree,strongly agree,definitely yes,34,canada,graduate degree,i am in a graduate program,0,no,,30 minutes to 1 hour,1,4,4,4,4,1,4,5,5,4,4.5
AB,female,Alberta,agree,probably not,no,,extremely important,that depends ,yes,yes but i cant describe it well,zed,important,might or might not,probably yes,probably not,yes ,british english,always,yes,definitely yes,definitely yes,definitely yes,strongly agree,disagree,neither disagree nor agree,neither disagree nor agree,probably yes,59,canada,undergraduate degree,i am not currently studying,0,no,,12 hours,5,3,3,3,4,5,3,3.66666666666667,3.66666666666667,4,3.58333333333333
NL,female,Newfoundland and Labrador,somewhat agree,neutral,no,,,yes,yes,yes but i cant describe it well,both,neither unimportant nor important,definitely yes,probably yes,definitely not,yes ,no particular variety,sometimes,yes,,definitely yes,probably yes,agree,disagree,,,probably yes,19,canada,high school,i am not currently studying,0,no,,46 hours,5,5,3,3,3,5,5,3.66666666666667,3.66666666666667,3,3.83333333333333
MB,male,Manitoba,strongly agree,neutral,yes,moderately comfortable,important,no,no,,both,neither unimportant nor important,probably yes,probably yes,probably not,no,no particular variety,never,,yes,might or might not,might or might not,disagree,disagree,neither disagree nor agree,disagree,probably yes,34,canada,undergraduate degree,i am not currently studying,1,no,,12 hours,1,4,3,3,3,1,4,3.66666666666667,3.66666666666667,3,3.58333333333333
MB,female,Manitoba,strongly disagreee,definitely yes,no,,extremely important,that depends ,no,,zed,very important,definitely yes,definitely yes,definitely not,yes ,british english,sometimes,yes,definitely yes,definitely yes,definitely yes,disagree,disagree,strongly agree,agree,definitely yes,54,canada,high school,i am not currently studying,0,yes ,4,30 minutes to 1 hour,1,5,4,4,5,1,5,5,5,5,5
QC,male,Manitoba,strongly disagreee,definitely yes,yes,extremely comfortable,extremely unimportant,that depends ,yes,yes but i cant describe it well,zed,very important,definitely yes,probably yes,definitely not,yes ,british english,often,yes,yes,definitely yes,definitely yes,agree,agree,agree,agree,definitely yes,44,canada,undergraduate degree,i am not currently studying,0,yes ,4,24 hours,5,5,3,4,5,5,5,3.66666666666667,5,5,4.66666666666667
MB,female,Manitoba,strongly agree,probably yes,yes,extremely comfortable,important,that depends ,no,,zee,neither unimportant nor important,probably not,probably not,probably not,yes ,british english,rarely,yes,yes,,probably yes,strongly agree,agree,strongly disagree,agree,probably yes,29,canada,undergraduate degree,i am not currently studying,0,yes ,5,24 hours,1,2,2,3,3,1,2,2.33333333333333,3.66666666666667,3,2.75
MB,male,Manitoba,agree,probably not,no,,important,yes,no,,both,important,definitely yes,definitely yes,probably not,no,canadian english,sometimes,yes,yes,definitely yes,definitely yes,strongly agree,disagree,neither disagree nor agree,strongly disagree,definitely yes,34,canada,graduate degree,i am not currently studying,0,yes ,15,30 minutes to 1 hour,1,5,4,4,4,1,5,5,5,4,4.75
AB,female,Alberta,strongly agree,neutral,yes,moderately uncomfortable,important,yes,yes,yes i do know it is ,zed,important,definitely yes,probably yes,probably not,yes ,british english,often,yes,definitely yes,definitely yes,definitely yes,agree,neither disagree nor agree,agree,disagree,definitely yes,34,canada,undergraduate degree,i am not currently studying,0,no,,12 hours,5,5,3,4,4,5,5,3.66666666666667,5,4,4.41666666666667
QC,female,Quebec,strongly agree,definitely yes,yes,extremely comfortable,important,no,yes,yes but i cant describe it well,both,neither unimportant nor important,probably not,probably yes,probably not,,british english,sometimes,yes,yes,definitely yes,definitely yes,agree,agree,agree,agree,probably not,39,canada,graduate degree,i am not currently studying,1,yes ,11,i dont use social media,5,2,3,2,3,5,2,3.66666666666667,2.33333333333333,3,2.75
ON,male,Manitoba,strongly agree,definitely yes,yes,moderately comfortable,important,that depends ,yes,yes i do know it is ,both,important,definitely yes,definitely yes,definitely not,yes ,other ,often,yes,definitely yes,definitely yes,definitely yes,disagree,disagree,agree,disagree,definitely yes,44,canada,high school,i am not currently studying,0,no,,12 hours,5,5,4,4,4,5,5,5,5,4,4.75
NS,male,Nova Scotia,strongly agree,neutral,no,,,that depends ,not sure,,zed,neither unimportant nor important,might or might not,probably yes,definitely not,yes ,british english,rarely,yes,yes,probably yes,definitely yes,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,disagree,probably yes,54,canada,high school,i am not currently studying,0,no,,less than 30 minutes,3,3,3,3,3,3,3,3.66666666666667,3.66666666666667,3,3.33333333333333
ON,male,Ontario,,definitely not,no,,extremely important,,no,,zed,very important,definitely yes,,probably yes,no,british english,never,yes,,might or might not,probably yes,disagree,disagree,neither disagree nor agree,neither disagree nor agree,,54,canada,high school,i am not currently studying,0,no,,30 minutes to 1 hour,1,5,,,5,1,5,,,5,5
ON,female,Manitoba,strongly agree,definitely yes,no,,important,yes,not sure,yes but i cant describe it well,zed,important,probably yes,probably yes,definitely not,,british english,often,yes,definitely yes,definitely yes,probably yes,neither disagree nor agree,neither disagree nor agree,agree,disagree,probably yes,64,canada,postgraduate degree,i am not currently studying,0,no,,46 hours,3,4,3,3,4,3,4,3.66666666666667,3.66666666666667,4,3.83333333333333
ON,female,Ontario,strongly agree,definitely yes,yes,moderately comfortable,important,no,no,,zed,important,might or might not,probably yes,probably yes,yes ,jamaican english,sometimes,yes,yes,definitely yes,might or might not,agree,disagree,agree,strongly disagree,probably yes,24,canada,undergraduate degree,fourth year+,4,yes ,5,24 hours,1,3,3,3,4,1,3,3.66666666666667,3.66666666666667,4,3.58333333333333
MB,male,Manitoba,strongly agree,probably yes,no,,important,yes,no,,both,neither unimportant nor important,probably yes,probably yes,definitely not,yes ,no particular variety,sometimes,yes,neither yes or no,definitely yes,definitely yes,neither disagree nor agree,disagree,agree,agree,probably yes,34,canada,undergraduate degree,i am not currently studying,0,yes ,3,12 hours,1,4,3,3,3,1,4,3.66666666666667,3.66666666666667,3,3.58333333333333
MB,female,Manitoba,agree,neutral,no,,extremely important,that depends ,no,,both,important,definitely yes,probably yes,definitely not,yes ,no particular variety,sometimes,yes,definitely yes,definitely yes,might or might not,neither disagree nor agree,neither disagree nor agree,agree,neither disagree nor agree,probably yes,54,canada,undergraduate degree,i am not currently studying,0,no,,12 hours,1,5,3,3,4,1,5,3.66666666666667,3.66666666666667,4,4.08333333333333
MB,female,Manitoba,strongly agree,probably yes,yes,extremely comfortable,important,that depends ,no,,zed,very important,definitely yes,probably yes,definitely not,yes ,no particular variety,sometimes,yes,yes,definitely yes,definitely yes,agree,agree,strongly agree,disagree,definitely yes,29,canada,undergraduate degree,i am not currently studying,4,no,,24 hours,1,5,3,4,5,1,5,3.66666666666667,5,5,4.66666666666667
MB,male,Manitoba,strongly agree,probably yes,no,,extremely important,no,no,,zed,very important,definitely yes,probably yes,probably not,yes ,no particular variety,sometimes,yes,yes,definitely yes,definitely yes,strongly disagree,disagree,strongly agree,disagree,probably yes,34,canada,graduate degree,i am not currently studying,0,no,,i dont use social media,1,5,3,3,5,1,5,3.66666666666667,3.66666666666667,5,4.33333333333333
SK,male,Saskatchewan,strongly agree,definitely yes,no,,important,no,no,,zed,neither unimportant nor important,,probably yes,definitely not,,no particular variety,sometimes,yes,yes,definitely yes,probably yes,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,neither disagree nor agree,probably yes,34,canada,undergraduate degree,i am not currently studying,3,no,,i dont use social media,1,,3,3,3,1,,3.66666666666667,3.66666666666667,3,3.44444444444444
